"logIndex","timestamp","status","PackTemp","PackTemp-l","PackSOC","Vpack","MotAmps","BattAmps","Mods","MotTemp","CtrlTemp","MotRPM","0Module00DisconnectingHPmodvolt","0Module01DisconnectingHPmodvolt","0Module01Registeredmodvolt","0Module00Registeredmodvolt","minsys","diff"
1072,1403699229000,"Riding","31C","26C","76%","110.049V","0","-22","11","29C","14C","0",,,,,,
1073,1403699232000,"Riding","31C","26C","76%","110.014V","0","-19","11","29C","14C","0",,,,,,
1074,1403699235000,"Riding","31C","26C","76%","109.953V","0","-19","11","29C","14C","0",,,,,,
1075,1403699238000,"Riding","31C","26C","76%","109.910V","0","-18","11","29C","14C","0",,,,,,
1076,1403699241000,"Riding","31C","26C","76%","109.879V","0","-19","11","29C","14C","0",,,,,,
1077,1403699244000,"Riding","31C","26C","76%","109.946V","0","-18","11","29C","14C","0",,,,,,
1078,1403699247000,"Riding","31C","26C","76%","110.025V","0","-15","11","29C","14C","0",,,,,,
1079,1403699250000,"Riding","31C","26C","76%","110.117V","0","-11","11","29C","14C","0",,,,,,
1080,1403699253000,"Riding","31C","26C","76%","110.161V","0","-9","11","29C","13C","0",,,,,,
1081,1403699256000,"Riding","31C","26C","78%","110.080V","0","-8","11","29C","14C","0",,,,,,
1082,1403699259000,"Riding","31C","26C","78%","110.169V","0","-7","11","29C","14C","0",,,,,,
1083,1403699262000,"Riding","31C","26C","78%","110.103V","0","-8","11","28C","14C","0",,,,,,
1084,1403699265000,"Riding","31C","26C","78%","110.019V","0","-11","11","29C","13C","0",,,,,,
1085,1403699268000,"Riding","31C","26C","78%","110.164V","0","-16","11","28C","13C","0",,,,,,
1086,1403699271000,"Riding","31C","25C","78%","110.061V","0","-7","11","29C","14C","0",,,,,,
1087,1403699274000,"Riding","31C","26C","78%","110.177V","0","-12","11","29C","14C","0",,,,,,
1088,1403699277000,"Riding","31C","26C","78%","110.143V","0","-8","11","28C","13C","0",,,,,,
1089,1403699280000,"Riding","31C","26C","78%","110.247V","0","-9","11","28C","13C","0",,,,,,
1090,1403699283000,"Riding","31C","25C","78%","110.241V","0","-6","11","29C","13C","0",,,,,,
1091,1403699286000,"Riding","31C","25C","78%","110.188V","0","-8","11","28C","13C","0",,,,,,
1092,1403699289000,"Riding","31C","25C","78%","110.190V","0","-13","11","28C","13C","0",,,,,,
1093,1403699292000,"Riding","31C","25C","78%","110.243V","0","-16","11","28C","14C","0",,,,,,
1094,1403699295000,"Riding","31C","25C","78%","110.300V","0","-20","11","28C","13C","0",,,,,,
1095,1403699298000,"Riding","31C","25C","78%","110.342V","0","-21","11","28C","14C","0",,,,,,
1096,1403699301000,"Riding","31C","25C","78%","110.351V","0","-24","11","28C","13C","0",,,,,,
1097,1403699304000,"Riding","31C","25C","78%","110.329V","0","-18","11","28C","13C","0",,,,,,
1098,1403699307000,"Riding","31C","25C","78%","110.364V","0","-19","11","28C","13C","0",,,,,,
1099,1403699310000,"Riding","31C","25C","78%","110.370V","0","-21","11","28C","14C","0",,,,,,
1100,1403699313000,"Riding","31C","25C","78%","110.282V","0","-20","11","28C","13C","0",,,,,,
1101,1403699316000,"Riding","31C","25C","78%","110.271V","0","-17","11","28C","13C","0",,,,,,
1102,1403699319000,"Riding","31C","25C","78%","110.294V","0","-13","11","28C","14C","0",,,,,,
1103,1403699322000,"Riding","31C","25C","78%","110.370V","0","-11","11","28C","13C","0",,,,,,
1104,1403699325000,"Riding","31C","25C","78%","110.272V","0","-11","11","28C","14C","0",,,,,,
1105,1403699328000,"Riding","31C","25C","78%","110.153V","0","-13","11","28C","13C","0",,,,,,
1106,1403699331000,"Riding","31C","25C","78%","110.302V","0","-15","11","28C","13C","0",,,,,,
1107,1403699334000,"Riding","31C","25C","78%","110.337V","0","-16","11","28C","13C","0",,,,,,
1108,1403699337000,"Riding","31C","25C","78%","110.410V","0","-13","11","28C","13C","0",,,,,,
1109,1403699340000,"Riding","31C","25C","78%","110.435V","0","-11","11","28C","13C","0",,,,,,
1110,1403699343000,"Riding","30C","25C","78%","110.393V","0","-12","11","28C","13C","0",,,,,,
1111,1403699346000,"Riding","31C","25C","78%","110.250V","0","-12","11","28C","13C","0",,,,,,
1112,1403699349000,"Riding","30C","25C","78%","110.352V","0","-14","11","28C","13C","0",,,,,,
1113,1403699352000,"Riding","30C","25C","78%","110.466V","0","-17","11","28C","13C","0",,,,,,
1114,1403699355000,"Riding","30C","25C","78%","110.527V","0","-22","11","28C","13C","0",,,,,,
1115,1403699358000,"Riding","30C","25C","78%","110.539V","0","-23","11","28C","13C","0",,,,,,
1116,1403699361000,"Riding","30C","25C","78%","110.520V","0","-20","11","28C","13C","0",,,,,,
1117,1403699364000,"Riding","30C","25C","78%","110.540V","0","-2","11","28C","13C","0",,,,,,
1118,1403699367000,"Riding","30C","25C","78%","110.481V","0","-12","11","28C","13C","0",,,,,,
1119,1403699370000,"Riding","30C","25C","78%","110.540V","0","-8","11","28C","13C","0",,,,,,
1120,1403699373000,"Riding","30C","25C","78%","110.527V","0","-16","11","28C","13C","0",,,,,,
1121,1403699376000,"Riding","30C","25C","78%","110.375V","0","-23","11","28C","13C","0",,,,,,
1122,1403699379000,"Riding","30C","25C","78%","110.183V","0","-27","11","28C","13C","0",,,,,,
1123,1403699382000,"Riding","30C","25C","78%","110.106V","0","-25","11","28C","13C","0",,,,,,
1124,1403699385000,"Riding","30C","25C","78%","110.283V","0","-19","11","28C","13C","0",,,,,,
1125,1403699388000,"Riding","30C","25C","78%","110.502V","0","-16","11","28C","13C","0",,,,,,
1126,1403699391000,"Riding","30C","25C","78%","110.406V","0","-15","11","28C","13C","0",,,,,,
1127,1403699394000,"Riding","30C","25C","78%","110.607V","0","-6","11","28C","13C","0",,,,,,
1128,1403699397000,"Riding","30C","25C","78%","110.278V","0","-17","11","27C","13C","0",,,,,,
1129,1403699400000,"Riding","30C","25C","78%","110.574V","0","-8","11","28C","13C","0",,,,,,
1130,1403699403000,"Riding","30C","25C","78%","110.683V","0","-11","11","28C","13C","0",,,,,,
1131,1403699406000,"Riding","30C","25C","78%","110.672V","0","-6","11","28C","13C","0",,,,,,
1132,1403699409000,"Riding","30C","25C","78%","110.688V","0","-6","11","28C","13C","0",,,,,,
1133,1403699412000,"Riding","30C","25C","78%","110.662V","0","-13","11","28C","13C","0",,,,,,
1134,1403699415000,"Riding","30C","25C","78%","110.606V","0","-17","11","28C","13C","0",,,,,,
1135,1403699418000,"Riding","30C","25C","78%","110.459V","0","-25","11","28C","13C","0",,,,,,
1136,1403699421000,"Riding","30C","25C","78%","110.288V","0","-26","11","27C","13C","0",,,,,,
1137,1403699424000,"Riding","30C","25C","78%","110.731V","0","-10","11","27C","13C","0",,,,,,
1138,1403699427000,"Riding","30C","25C","78%","110.748V","0","-10","11","28C","13C","0",,,,,,
1139,1403699430000,"Riding","30C","25C","78%","110.661V","0","-5","11","27C","13C","0",,,,,,
1140,1403699434000,"Riding","30C","25C","78%","110.750V","0","-8","11","27C","13C","0",,,,,,
1141,1403699437000,"Riding","30C","25C","78%","110.710V","0","-4","11","28C","13C","0",,,,,,
1142,1403699440000,"Riding","30C","25C","78%","110.759V","0","-5","11","27C","13C","0",,,,,,
1143,1403699443000,"Riding","30C","25C","78%","110.744V","0","-19","11","27C","13C","0",,,,,,
1144,1403699446000,"Riding","30C","25C","78%","110.812V","0","-8","11","27C","13C","0",,,,,,
1145,1403699449000,"Riding","30C","25C","78%","110.801V","0","-8","11","28C","13C","0",,,,,,
1146,1403699452000,"Riding","30C","25C","78%","110.763V","0","-9","11","27C","13C","0",,,,,,
1147,1403699455000,"Riding","30C","25C","78%","110.743V","0","-11","11","27C","13C","0",,,,,,
1148,1403699458000,"Riding","30C","25C","78%","110.780V","0","-13","11","27C","13C","0",,,,,,
1149,1403699461000,"Riding","30C","25C","78%","110.563V","0","-18","11","27C","13C","0",,,,,,
1150,1403699464000,"Riding","30C","25C","78%","110.711V","0","-14","11","27C","13C","0",,,,,,
1151,1403699467000,"Riding","30C","25C","78%","110.820V","0","-11","11","27C","13C","0",,,,,,
1152,1403699470000,"Riding","30C","25C","78%","110.872V","0","-12","11","27C","13C","0",,,,,,
1153,1403699473000,"Riding","30C","25C","78%","110.892V","0","-8","11","27C","13C","0",,,,,,
1154,1403699476000,"Riding","30C","25C","78%","110.862V","0","-10","11","27C","13C","0",,,,,,
1155,1403699479000,"Riding","30C","25C","78%","110.819V","0","-14","11","27C","13C","0",,,,,,
1156,1403699482000,"Riding","30C","25C","78%","110.816V","0","-16","11","28C","13C","0",,,,,,
1157,1403699485000,"Riding","30C","25C","78%","110.567V","0","-25","11","27C","13C","0",,,,,,
1158,1403699488000,"Riding","30C","25C","78%","110.487V","0","-23","11","27C","13C","0",,,,,,
1159,1403699491000,"Riding","30C","25C","78%","110.568V","0","-21","11","27C","13C","0",,,,,,
1160,1403699494000,"Riding","30C","25C","78%","110.743V","0","-16","11","27C","13C","0",,,,,,
1161,1403699497000,"Riding","30C","25C","78%","110.895V","0","-10","11","27C","13C","0",,,,,,
1162,1403699500000,"Riding","30C","25C","78%","110.930V","0","-15","11","27C","13C","0",,,,,,
1163,1403699503000,"Riding","30C","25C","78%","110.922V","0","-9","11","27C","13C","0",,,,,,
1164,1403699506000,"Riding","30C","25C","78%","110.951V","0","-6","11","27C","13C","0",,,,,,
1165,1403699509000,"Riding","30C","25C","78%","110.950V","0","-7","11","27C","13C","0",,,,,,
1166,1403699512000,"Riding","30C","25C","78%","111.003V","0","-11","11","27C","13C","0",,,,,,
1167,1403699515000,"Riding","30C","25C","78%","111.018V","0","-15","11","27C","13C","0",,,,,,
1168,1403699518000,"Riding","30C","25C","78%","110.954V","0","-19","11","27C","13C","0",,,,,,
1169,1403699521000,"Riding","30C","25C","78%","110.810V","0","-24","11","27C","13C","0",,,,,,
1170,1403699524000,"Riding","30C","25C","78%","111.002V","0","-7","11","27C","13C","0",,,,,,
1171,1403699527000,"Riding","30C","25C","78%","111.015V","0","-5","11","27C","13C","0",,,,,,
1172,1403699530000,"Riding","30C","25C","78%","111.022V","0","-6","11","27C","13C","0",,,,,,
1173,1403699533000,"Riding","30C","25C","78%","111.067V","0","-7","11","27C","13C","0",,,,,,
1174,1403699536000,"Riding","30C","25C","78%","111.093V","0","-12","11","27C","13C","0",,,,,,
1175,1403699539000,"Riding","30C","25C","80%","111.056V","0","-17","11","27C","13C","0",,,,,,
1176,1403699542000,"Riding","30C","25C","80%","110.974V","0","-24","11","27C","13C","0",,,,,,
1177,1403699545000,"Riding","30C","25C","80%","111.035V","0","-16","11","27C","13C","0",,,,,,
1178,1403699548000,"Riding","30C","25C","80%","111.075V","0","-21","11","27C","13C","0",,,,,,
1179,1403699551000,"Riding","30C","25C","80%","111.080V","0","-24","11","27C","13C","0",,,,,,
1180,1403699554000,"Riding","30C","25C","80%","111.028V","0","-25","11","26C","13C","0",,,,,,
1181,1403699557000,"Riding","30C","25C","80%","110.905V","0","-24","11","27C","13C","0",,,,,,
1182,1403699560000,"Riding","30C","25C","80%","110.766V","0","-24","11","26C","13C","0",,,,,,
1183,1403699563000,"Riding","30C","25C","80%","110.822V","0","-19","11","26C","13C","0",,,,,,
1184,1403699566000,"Riding","30C","25C","80%","111.134V","0","-13","11","27C","13C","0",,,,,,
1185,1403699569000,"Riding","30C","25C","80%","111.129V","0","-11","11","26C","13C","0",,,,,,
1186,1403699572000,"Riding","30C","25C","80%","111.094V","0","-10","11","26C","13C","0",,,,,,
1187,1403699575000,"Riding","30C","25C","80%","111.119V","0","-8","11","26C","13C","0",,,,,,
1188,1403699578000,"Riding","30C","25C","80%","111.148V","0","-7","11","26C","13C","0",,,,,,
1189,1403699581000,"Riding","30C","25C","80%","111.166V","0","-12","11","26C","13C","0",,,,,,
1190,1403699584000,"Riding","30C","25C","80%","111.189V","0","-12","11","26C","13C","0",,,,,,
1191,1403699587000,"Riding","30C","25C","80%","111.195V","0","-10","11","27C","13C","0",,,,,,
1192,1403699590000,"Riding","30C","25C","80%","111.201V","0","-24","11","27C","13C","0",,,,,,
1193,1403699593000,"Riding","30C","25C","80%","111.193V","0","-26","11","26C","13C","0",,,,,,
1194,1403699596000,"Riding","30C","25C","80%","111.171V","0","-26","11","26C","13C","0",,,,,,
1195,1403699599000,"Riding","30C","25C","80%","111.093V","0","-26","11","26C","13C","0",,,,,,
1196,1403699602000,"Riding","30C","25C","80%","110.992V","0","-27","11","26C","13C","0",,,,,,
1197,1403699605000,"Riding","30C","25C","80%","110.750V","0","-24","11","27C","13C","0",,,,,,
1198,1403699608000,"Riding","30C","25C","80%","110.936V","0","-26","11","26C","13C","0",,,,,,
1199,1403699611000,"Riding","30C","25C","80%","110.838V","0","-23","11","26C","13C","0",,,,,,
1200,1403699614000,"Riding","30C","25C","80%","110.883V","0","-18","11","26C","13C","0",,,,,,
1201,1403699617000,"Riding","30C","25C","80%","110.976V","0","-17","11","26C","13C","0",,,,,,
1202,1403699620000,"Riding","30C","25C","80%","111.083V","0","-13","11","26C","13C","0",,,,,,
1203,1403699623000,"Riding","30C","25C","80%","111.181V","0","-8","11","26C","13C","0",,,,,,
1204,1403699626000,"Riding","30C","25C","80%","111.278V","0","-5","11","26C","13C","0",,,,,,
1205,1403699629000,"Riding","30C","25C","80%","111.337V","0","-4","11","26C","13C","0",,,,,,
1206,1403699632000,"Riding","29C","25C","80%","111.371V","0","-3","11","26C","13C","0",,,,,,
1207,1403699635000,"Riding","30C","25C","80%","111.379V","0","-17","11","26C","13C","0",,,,,,
1208,1403699638000,"Riding","29C","25C","80%","111.294V","0","-21","11","26C","13C","0",,,,,,
1209,1403699641000,"Riding","30C","25C","80%","111.154V","0","-24","11","26C","13C","0",,,,,,
1210,1403699644000,"Riding","29C","25C","80%","110.974V","0","-23","11","26C","13C","0",,,,,,
1211,1403699647000,"Riding","30C","25C","80%","111.263V","0","-27","11","26C","13C","0",,,,,,
1212,1403699650000,"Riding","29C","25C","80%","111.298V","0","-16","11","26C","13C","0",,,,,,
1213,1403699653000,"Riding","29C","25C","80%","111.374V","0","-18","11","26C","13C","0",,,,,,
1214,1403699656000,"Riding","29C","25C","80%","111.440V","0","-4","11","26C","13C","0",,,,,,
1215,1403699659000,"Riding","29C","25C","80%","111.440V","0","-6","11","26C","13C","0",,,,,,
1216,1403699662000,"Riding","29C","25C","80%","111.448V","0","-6","11","26C","13C","0",,,,,,
1217,1403699665000,"Riding","29C","25C","80%","111.432V","0","-18","11","26C","13C","0",,,,,,
1218,1403699668000,"Riding","29C","25C","80%","111.440V","0","-18","11","26C","13C","0",,,,,,
1219,1403699671000,"Riding","29C","25C","80%","111.270V","0","-23","11","26C","13C","0",,,,,,
1220,1403699674000,"Riding","29C","25C","80%","111.490V","0","-17","11","26C","13C","0",,,,,,
1221,1403699677000,"Riding","29C","25C","80%","111.435V","0","-18","11","26C","13C","0",,,,,,
1222,1403699680000,"Riding","29C","25C","80%","111.336V","0","-18","11","26C","13C","0",,,,,,
1223,1403699683000,"Riding","29C","25C","80%","111.290V","0","-17","11","26C","13C","0",,,,,,
1224,1403699686000,"Riding","29C","25C","80%","111.362V","0","-18","11","26C","13C","0",,,,,,
1225,1403699689000,"Riding","29C","25C","82%","111.254V","0","-25","11","26C","13C","0",,,,,,
1226,1403699692000,"Riding","29C","25C","82%","111.206V","0","-25","11","26C","13C","0",,,,,,
1227,1403699695000,"Riding","29C","25C","82%","111.158V","0","-27","11","26C","13C","0",,,,,,
1228,1403699698000,"Riding","29C","25C","82%","111.122V","0","-27","11","26C","13C","0",,,,,,
1229,1403699701000,"Riding","29C","25C","82%","111.433V","0","-24","11","25C","13C","0",,,,,,
1230,1403699704000,"Riding","29C","25C","82%","111.388V","0","-24","11","26C","13C","0",,,,,,
1231,1403699707000,"Riding","29C","25C","82%","111.357V","0","-23","11","26C","13C","0",,,,,,
1232,1403699710000,"Riding","29C","25C","82%","111.293V","0","-24","11","25C","13C","0",,,,,,
1233,1403699713000,"Riding","29C","24C","82%","111.383V","0","-25","11","26C","13C","0",,,,,,
1234,1403699716000,"Riding","29C","24C","82%","111.399V","0","-24","11","25C","13C","0",,,,,,
1235,1403699719000,"Riding","29C","25C","82%","111.616V","0","-11","11","26C","13C","0",,,,,,
1236,1403699722000,"Riding","29C","24C","82%","111.629V","0","-11","11","26C","13C","0",,,,,,
1237,1403699725000,"Riding","29C","24C","82%","111.646V","0","-5","11","25C","13C","0",,,,,,
1238,1403699728000,"Riding","29C","24C","82%","111.508V","0","-5","11","26C","13C","0",,,,,,
1239,1403699731000,"Riding","29C","24C","82%","111.497V","0","-6","11","26C","13C","0",,,,,,
1240,1403699734000,"Riding","29C","25C","82%","111.473V","0","-7","11","25C","13C","0",,,,,,
1241,1403699737000,"Riding","29C","24C","82%","111.491V","0","-7","11","25C","13C","0",,,,,,
1242,1403699740000,"Riding","29C","25C","82%","111.438V","0","-10","11","25C","13C","0",,,,,,
1243,1403699743000,"Riding","29C","24C","82%","111.332V","0","-11","11","25C","13C","0",,,,,,
1244,1403699746000,"Riding","29C","24C","82%","111.297V","0","-19","11","25C","13C","0",,,,,,
1245,1403699749000,"Riding","29C","24C","82%","111.379V","0","-20","11","25C","13C","0",,,,,,
1246,1403699752000,"Riding","29C","24C","82%","111.284V","0","-15","11","25C","13C","0",,,,,,
1247,1403699755000,"Riding","29C","24C","82%","111.489V","0","-17","11","25C","13C","0",,,,,,
1248,1403699758000,"Riding","29C","24C","82%","111.485V","0","-14","11","25C","13C","0",,,,,,
1249,1403699761000,"Riding","29C","24C","82%","111.711V","0","-5","11","25C","13C","0",,,,,,
1250,1403699764000,"Riding","29C","24C","82%","111.713V","0","-6","11","25C","13C","0",,,,,,
1251,1403699767000,"Riding","29C","24C","82%","111.700V","0","-6","11","25C","13C","0",,,,,,
1252,1403699770000,"Riding","29C","24C","82%","111.699V","0","-7","11","25C","13C","0",,,,,,
1253,1403699773000,"Riding","29C","24C","82%","111.708V","0","-10","11","25C","13C","0",,,,,,
1254,1403699776000,"Riding","29C","24C","82%","111.719V","0","-7","11","25C","13C","0",,,,,,
1255,1403699779000,"Riding","29C","24C","82%","111.737V","0","-6","11","25C","13C","0",,,,,,
1256,1403699782000,"Riding","29C","24C","82%","111.755V","0","-6","11","25C","13C","0",,,,,,
1257,1403699785000,"Riding","29C","24C","82%","111.377V","0","-23","11","25C","13C","0",,,,,,
1258,1403699788000,"Riding","29C","24C","82%","111.616V","0","-20","11","25C","13C","0",,,,,,
1259,1403699791000,"Riding","29C","24C","82%","111.811V","0","-7","11","25C","13C","0",,,,,,
1260,1403699794000,"Riding","29C","24C","82%","111.783V","0","-9","11","25C","13C","0",,,,,,
1261,1403699797000,"Riding","29C","24C","82%","111.792V","0","-14","11","25C","13C","0",,,,,,
1262,1403699800000,"Riding","29C","24C","82%","111.817V","0","-19","11","25C","13C","0",,,,,,
1263,1403699803000,"Riding","29C","24C","82%","111.794V","0","-25","11","25C","13C","0",,,,,,
1264,1403699806000,"Riding","29C","24C","82%","111.355V","0","-24","11","25C","13C","0",,,,,,
1265,1403699809000,"Riding","29C","24C","82%","111.581V","0","-26","11","25C","13C","0",,,,,,
1266,1403699812000,"Riding","29C","24C","82%","111.492V","0","-25","11","25C","13C","0",,,,,,
1267,1403699815000,"Riding","29C","24C","82%","111.533V","0","-20","11","25C","13C","0",,,,,,
1268,1403699818000,"Riding","29C","24C","82%","111.747V","0","-7","11","25C","13C","0",,,,,,
1269,1403699821000,"Riding","29C","24C","82%","111.805V","0","-3","11","25C","13C","0",,,,,,
1270,1403699824000,"Riding","29C","24C","82%","111.560V","0","-25","11","25C","13C","0",,,,,,
1271,1403699827000,"Riding","29C","24C","82%","111.547V","0","-26","11","25C","13C","0",,,,,,
1272,1403699830000,"Riding","29C","24C","82%","111.581V","0","-25","11","25C","13C","0",,,,,,
1273,1403699833000,"Riding","29C","24C","82%","111.639V","0","-24","11","25C","13C","0",,,,,,
1274,1403699836000,"Riding","29C","24C","82%","111.702V","0","-24","11","25C","13C","0",,,,,,
1275,1403699839000,"Riding","29C","24C","82%","111.757V","0","-24","11","25C","13C","0",,,,,,
1276,1403699842000,"Riding","29C","24C","82%","111.795V","0","-23","11","25C","13C","0",,,,,,
1277,1403699845000,"Riding","29C","24C","82%","111.851V","0","-21","11","25C","13C","0",,,,,,
1278,1403699848000,"Riding","29C","24C","82%","111.881V","0","-20","11","25C","13C","0",,,,,,
1279,1403699851000,"Riding","29C","24C","82%","111.890V","0","-21","11","25C","13C","0",,,,,,
1280,1403699854000,"Riding","29C","24C","82%","111.988V","0","-4","11","25C","13C","0",,,,,,
1281,1403699857000,"Riding","29C","24C","82%","112.044V","0","-2","11","25C","13C","0",,,,,,
1282,1403699860000,"Riding","29C","24C","82%","112.026V","0","-2","11","25C","13C","0",,,,,,
1283,1403699863000,"Riding","29C","24C","82%","112.044V","0","-2","11","25C","13C","0",,,,,,
1284,1403699866000,"Riding","29C","24C","82%","112.020V","0","-7","11","25C","13C","0",,,,,,
1285,1403699869000,"Riding","29C","24C","82%","112.004V","0","-10","11","24C","13C","0",,,,,,
1286,1403699872000,"Riding","29C","24C","82%","112.050V","0","-9","11","25C","13C","0",,,,,,
1287,1403699875000,"Riding","29C","24C","82%","112.092V","0","-9","11","25C","13C","0",,,,,,
1288,1403699878000,"Riding","29C","24C","82%","111.931V","0","-14","11","25C","13C","0",,,,,,
1289,1403699881000,"Riding","29C","24C","82%","111.598V","0","-25","11","24C","13C","0",,,,,,
1290,1403699884000,"Riding","29C","24C","82%","111.626V","0","-28","11","24C","13C","0",,,,,,
1291,1403699887000,"Riding","29C","24C","82%","111.606V","0","-28","11","25C","13C","0",,,,,,
1292,1403699890000,"Riding","29C","24C","82%","112.125V","0","-16","11","24C","13C","0",,,,,,
1293,1403699893000,"Riding","29C","24C","82%","112.019V","0","-17","11","24C","13C","0",,,,,,
1294,1403699896000,"Riding","29C","24C","82%","111.389V","0","-1","11","24C","13C","0",,,,,,
1295,1403699899000,"Riding","29C","24C","82%","111.341V","0","-1","11","24C","13C","0",,,,,,
1296,1403699902000,"Riding","29C","24C","82%","111.302V","0","-1","11","24C","13C","0",,,,,,
1297,1403699905000,"Riding","29C","24C","82%","111.269V","0","0","11","24C","13C","0",,,,,,
1298,1403699908000,"Riding","29C","24C","82%","111.238V","0","0","11","24C","13C","0",,,,,,
1299,1403699911000,"Riding","28C","24C","82%","111.219V","0","-1","11","24C","13C","0",,,,,,
1300,1403699914000,"Riding","29C","24C","82%","111.191V","0","-1","11","24C","13C","0",,,,,,
1301,1403699917000,"Riding","29C","24C","82%","111.173V","0","-1","11","24C","13C","0",,,,,,
1302,1403699920000,"Riding","29C","24C","82%","111.156V","0","-1","11","24C","13C","0",,,,,,
1303,1403699923000,"Riding","28C","24C","82%","111.138V","0","-1","11","24C","13C","0",,,,,,
1304,1403699926000,"Riding","28C","24C","82%","111.126V","0","0","11","24C","13C","0",,,,,,
1305,1403699929000,"Riding","28C","24C","82%","111.112V","0","-1","11","24C","13C","0",,,,,,
1306,1403699932000,"Riding","28C","24C","82%","111.097V","0","-1","11","24C","13C","0",,,,,,
1307,1403699935000,"Riding","28C","24C","82%","111.087V","0","-1","11","24C","13C","0",,,,,,
1308,1403699938000,"Riding","28C","24C","82%","111.076V","0","-2","11","24C","13C","0",,,,,,
1309,1403699941000,"Riding","28C","24C","82%","111.068V","0","0","11","24C","13C","0",,,,,,
1310,1403699944000,"Riding","28C","24C","82%","111.058V","0","-1","11","24C","13C","0",,,,,,
1311,1403699947000,"Riding","28C","24C","82%","111.050V","0","0","11","24C","13C","5",,,,,,
1312,1403699950000,"Riding","28C","24C","82%","111.045V","0","-1","11","24C","13C","3",,,,,,
1313,1403699953000,"Riding","28C","24C","82%","111.043V","0","0","11","24C","13C","0",,,,,,
1314,1403699956000,"Riding","28C","24C","82%","111.017V","29","0","11","24C","13C","7",,,,,,
1315,1403699959000,"Riding","28C","24C","82%","110.931V","44","2","11","24C","13C","200",,,,,,
1316,1403699962000,"Riding","28C","24C","82%","111.003V","0","0","11","25C","13C","218",,,,,,
1317,1403699965000,"Riding","28C","24C","82%","110.980V","0","0","11","24C","13C","328",,,,,,
1318,1403699968000,"Riding","28C","24C","82%","110.981V","0","0","11","25C","14C","251",,,,,,
1319,1403699971000,"Riding","28C","24C","82%","110.981V","0","-1","11","25C","14C","262",,,,,,
1320,1403699974000,"Riding","28C","24C","82%","110.937V","25","1","11","25C","14C","156",,,,,,
1321,1403699977000,"Riding","28C","24C","82%","110.970V","0","0","11","25C","14C","0",,,,,,
1322,1403699980000,"Riding","28C","24C","82%","110.973V","0","0","11","25C","14C","0",,,,,,
1323,1403699983000,"Riding","28C","24C","82%","110.971V","0","0","11","25C","14C","0",,,,,,
1324,1403699986000,"Riding","28C","24C","82%","110.966V","0","0","11","25C","14C","0",,,,,,
1325,1403699989000,"Riding","28C","24C","82%","110.965V","0","-1","11","25C","14C","0",,,,,,
1326,1403699992000,"Riding","28C","24C","82%","110.958V","0","0","11","25C","13C","0",,,,,,
1327,1403699995000,"Riding","28C","24C","82%","110.958V","0","0","11","25C","13C","0",,,,,,
1328,1403699998000,"Riding","28C","24C","82%","110.847V","109","2","11","25C","14C","61",,,,,,
1329,1403700001000,"Riding","28C","24C","82%","110.934V","0","0","11","25C","14C","26",,,,,,
1330,1403700004000,"Riding","28C","24C","82%","110.853V","109","1","11","25C","14C","43",,,,,,
1331,1403700007000,"Riding","28C","24C","82%","110.932V","0","0","11","25C","14C","0",,,,,,
1332,1403700010000,"Riding","28C","24C","82%","110.934V","0","0","11","25C","14C","0",,,,,,
1333,1403700013000,"Riding","28C","24C","82%","110.935V","0","0","11","25C","14C","0",,,,,,
1334,1403700016000,"Riding","28C","24C","82%","110.935V","0","0","11","25C","14C","0",,,,,,
1335,1403700019000,"Riding","28C","24C","82%","110.935V","0","0","11","25C","14C","0",,,,,,
1336,1403700022000,"Riding","28C","24C","82%","110.936V","0","0","11","25C","14C","0",,,,,,
1337,1403700025000,"Riding","28C","24C","82%","110.929V","0","0","11","25C","14C","0",,,,,,
1338,1403700028000,"Riding","28C","24C","82%","110.930V","0","0","11","25C","14C","0",,,,,,
1339,1403700031000,"Riding","28C","24C","82%","110.932V","0","0","11","25C","13C","0",,,,,,
1340,1403700034000,"Riding","28C","24C","82%","110.927V","0","0","11","24C","13C","0",,,,,,
1341,1403700037000,"Riding","28C","24C","82%","110.928V","0","0","11","25C","13C","0",,,,,,
1342,1403700040000,"Riding","28C","24C","82%","110.929V","0","0","11","24C","13C","0",,,,,,
1343,1403700043000,"Riding","28C","24C","82%","110.744V","110","3","11","25C","14C","142",,,,,,
1344,1403700046000,"Riding","28C","24C","82%","110.906V","0","0","11","25C","14C","0",,,,,,
1345,1403700049000,"Riding","28C","24C","82%","110.908V","0","0","11","25C","14C","0",,,,,,
1346,1403700052000,"Riding","28C","24C","82%","110.911V","0","0","11","24C","14C","0",,,,,,
1347,1403700055000,"Riding","28C","24C","82%","110.910V","0","0","11","25C","14C","0",,,,,,
1348,1403700058000,"Riding","28C","24C","82%","110.908V","0","0","11","25C","14C","0",,,,,,
1349,1403700061000,"Riding","28C","24C","82%","110.909V","0","0","11","25C","14C","0",,,,,,
1350,1403700064000,"Riding","28C","24C","82%","110.910V","0","0","11","25C","14C","0",,,,,,
1351,1403700067000,"Riding","28C","24C","82%","110.912V","0","-1","11","24C","14C","0",,,,,,
1352,1403700070000,"Riding","28C","24C","82%","110.908V","0","0","11","24C","13C","0",,,,,,
1353,1403700073000,"Riding","28C","24C","82%","110.909V","0","-1","11","25C","13C","0",,,,,,
1354,1403700076000,"Riding","28C","24C","82%","110.909V","0","0","11","24C","13C","0",,,,,,
