"logIndex","timestamp","status","PackTemp","PackTemp-l","PackSOC","Vpack","MotAmps","BattAmps","Mods","MotTemp","CtrlTemp","MotRPM","0Module00DisconnectingHPmodvolt","0Module01DisconnectingHPmodvolt","0Module01Registeredmodvolt","0Module00Registeredmodvolt","minsys","diff"
290,1403697154000,"Riding","19C","18C","95%","114.612V","0","0","11","23C","12C","0",,,,,,
291,1403697157000,"Riding","19C","17C","95%","114.609V","0","-1","11","23C","12C","0",,,,,,
292,1403697160000,"Riding","19C","18C","95%","114.607V","0","-1","11","23C","12C","0",,,,,,
293,1403697163000,"Riding","19C","17C","95%","114.607V","0","0","11","23C","12C","0",,,,,,
294,1403697166000,"Riding","19C","17C","95%","114.604V","0","-1","11","23C","12C","0",,,,,,
295,1403697169000,"Riding","19C","17C","95%","114.602V","0","-1","11","23C","12C","0",,,,,,
296,1403697172000,"Riding","19C","17C","95%","114.600V","0","0","11","23C","12C","0",,,,,,
297,1403697175000,"Riding","19C","17C","95%","114.602V","0","-1","11","23C","12C","0",,,,,,
298,1403697178000,"Riding","19C","17C","95%","114.602V","0","-1","11","23C","12C","0",,,,,,
299,1403697181000,"Riding","19C","17C","95%","114.595V","0","0","11","23C","12C","0",,,,,,
300,1403697184000,"Riding","19C","17C","95%","114.595V","0","-1","11","23C","12C","0",,,,,,
301,1403697187000,"Riding","19C","17C","95%","114.594V","0","-1","11","23C","12C","0",,,,,,
302,1403697190000,"Riding","19C","17C","95%","114.594V","0","-1","11","23C","12C","0",,,,,,
303,1403697193000,"Riding","19C","17C","95%","114.592V","0","0","11","23C","12C","0",,,,,,
304,1403697196000,"Riding","19C","17C","95%","114.588V","0","0","11","23C","12C","0",,,,,,
305,1403697199000,"Riding","19C","17C","95%","114.584V","0","-1","11","23C","12C","0",,,,,,
306,1403697202000,"Riding","19C","17C","95%","114.584V","0","-1","11","23C","12C","0",,,,,,
307,1403697205000,"Riding","19C","17C","95%","114.586V","0","-1","11","23C","12C","0",,,,,,
308,1403697208000,"Riding","19C","17C","95%","114.580V","0","0","11","23C","12C","0",,,,,,
309,1403697211000,"Riding","19C","17C","95%","114.581V","0","-1","11","23C","12C","0",,,,,,
310,1403697214000,"Riding","19C","17C","95%","114.575V","0","-1","11","23C","12C","0",,,,,,
311,1403697217000,"Riding","19C","17C","95%","114.576V","0","-1","11","23C","12C","0",,,,,,
312,1403697220000,"Riding","19C","17C","95%","114.571V","0","-1","11","22C","12C","0",,,,,,
313,1403697223000,"Riding","19C","17C","95%","114.577V","0","0","11","23C","12C","0",,,,,,
314,1403697226000,"Riding","19C","17C","95%","114.572V","0","-1","11","23C","12C","0",,,,,,
315,1403697229000,"Riding","19C","17C","95%","114.572V","0","0","11","23C","12C","0",,,,,,
316,1403697232000,"Riding","19C","17C","95%","114.569V","0","-1","11","23C","12C","0",,,,,,
317,1403697235000,"Riding","19C","17C","95%","114.570V","0","0","11","22C","12C","0",,,,,,
318,1403697238000,"Riding","19C","17C","95%","114.567V","0","0","11","22C","12C","0",,,,,,
319,1403697241000,"Riding","19C","17C","95%","114.569V","0","0","11","23C","12C","0",,,,,,
320,1403697244000,"Riding","19C","17C","95%","114.566V","0","-1","11","22C","12C","0",,,,,,
321,1403697247000,"Riding","19C","17C","95%","114.558V","0","-1","11","23C","12C","0",,,,,,
322,1403697250000,"Riding","19C","17C","95%","114.552V","0","-1","11","23C","12C","49",,,,,,
323,1403697253000,"Riding","19C","17C","95%","114.559V","0","-1","11","22C","12C","0",,,,,,
324,1403697256000,"Riding","19C","17C","95%","114.561V","0","-1","11","23C","12C","0",,,,,,
325,1403697259000,"Riding","19C","17C","95%","114.557V","0","-1","11","23C","12C","0",,,,,,
326,1403697262000,"Riding","19C","17C","95%","114.560V","0","-1","11","23C","12C","0",,,,,,
327,1403697265000,"Riding","19C","17C","95%","114.554V","0","-1","11","23C","12C","0",,,,,,
328,1403697268000,"Riding","19C","17C","95%","114.554V","0","0","11","24C","12C","0",,,,,,
329,1403697271000,"Riding","19C","17C","95%","114.554V","0","-1","11","24C","12C","6",,,,,,
330,1403697274000,"Riding","19C","17C","95%","114.556V","0","0","11","24C","12C","0",,,,,,
331,1403697277000,"Riding","19C","17C","95%","114.549V","0","-1","11","24C","12C","0",,,,,,
332,1403697280000,"Riding","19C","17C","95%","114.552V","0","-1","11","24C","12C","0",,,,,,
333,1403697283000,"Riding","19C","17C","95%","114.477V","83","0","11","23C","12C","24",,,,,,
334,1403697286000,"Riding","19C","17C","95%","114.412V","41","1","11","23C","12C","241",,,,,,
335,1403697289000,"Riding","19C","17C","95%","114.527V","0","-1","11","23C","12C","265",,,,,,
336,1403697292000,"Riding","19C","17C","95%","114.528V","0","0","11","23C","12C","218",,,,,,
337,1403697295000,"Riding","19C","17C","95%","114.536V","0","0","11","23C","12C","192",,,,,,
338,1403697298000,"Riding","19C","17C","95%","114.452V","33","1","11","23C","12C","206",,,,,,
339,1403697301000,"Riding","19C","17C","95%","114.523V","0","-1","11","23C","12C","40",,,,,,
340,1403697304000,"Riding","19C","17C","95%","114.510V","0","-1","11","23C","12C","89",,,,,,
341,1403697307000,"Riding","19C","17C","95%","114.522V","0","0","11","24C","12C","0",,,,,,
342,1403697310000,"Riding","19C","17C","95%","114.522V","0","0","11","24C","12C","0",,,,,,
343,1403697313000,"Riding","19C","17C","95%","114.525V","0","0","11","24C","12C","0",,,,,,
344,1403697316000,"Riding","19C","17C","95%","114.523V","0","0","11","24C","12C","0",,,,,,
345,1403697319000,"Riding","19C","17C","95%","114.530V","0","-1","11","24C","12C","0",,,,,,
346,1403697322000,"Riding","19C","17C","95%","114.525V","0","0","11","24C","12C","0",,,,,,
347,1403697325000,"Riding","19C","17C","95%","114.524V","0","-1","11","24C","12C","0",,,,,,
348,1403697328000,"Riding","19C","17C","95%","114.525V","0","0","11","24C","12C","0",,,,,,
349,1403697331000,"Riding","19C","17C","95%","114.527V","0","0","11","24C","12C","0",,,,,,
350,1403697334000,"Riding","19C","17C","95%","114.523V","0","0","11","24C","12C","0",,,,,,
351,1403697337000,"Riding","19C","17C","95%","114.528V","0","0","11","24C","12C","0",,,,,,
352,1403697340000,"Riding","19C","17C","95%","114.487V","36","0","11","23C","12C","32",,,,,,
353,1403697343000,"Riding","19C","17C","95%","114.521V","0","0","11","24C","12C","0",,,,,,
354,1403697346000,"Riding","19C","17C","95%","114.519V","0","0","11","24C","12C","0",,,,,,
355,1403697349000,"Riding","19C","17C","95%","114.394V","88","1","11","23C","12C","61",,,,,,
356,1403697352000,"Riding","19C","17C","95%","114.512V","0","0","11","23C","12C","0",,,,,,
357,1403697355000,"Riding","19C","17C","95%","114.516V","0","-1","11","23C","12C","0",,,,,,
358,1403697358000,"Riding","19C","17C","95%","114.517V","0","-1","11","23C","12C","0",,,,,,
359,1403697361000,"Riding","19C","17C","95%","114.517V","0","-1","11","23C","12C","0",,,,,,
360,1403697364000,"Riding","19C","17C","95%","114.515V","0","0","11","23C","12C","0",,,,,,
361,1403697367000,"Riding","19C","17C","95%","114.512V","0","0","11","23C","12C","0",,,,,,
362,1403697370000,"Riding","19C","17C","95%","114.517V","0","-1","11","23C","12C","0",,,,,,
363,1403697373000,"Riding","19C","17C","95%","114.387V","86","1","11","23C","12C","77",,,,,,
364,1403697376000,"Riding","19C","17C","95%","114.502V","0","0","11","23C","12C","0",,,,,,
365,1403697379000,"Riding","19C","17C","95%","114.508V","0","0","11","23C","12C","0",,,,,,
366,1403697382000,"Riding","19C","17C","95%","114.505V","0","-1","11","23C","12C","0",,,,,,
367,1403697385000,"Riding","19C","17C","95%","114.505V","0","0","11","22C","12C","0",,,,,,
368,1403697388000,"Riding","19C","17C","95%","114.507V","0","-1","11","22C","12C","0",,,,,,
369,1403697391000,"Riding","19C","17C","95%","114.510V","0","-1","11","23C","12C","0",,,,,,
370,1403697394000,"Riding","19C","17C","95%","114.507V","0","-1","11","23C","12C","0",,,,,,
371,1403697397000,"Riding","19C","17C","95%","114.505V","0","-1","11","23C","12C","0",,,,,,
372,1403697400000,"Riding","19C","17C","95%","114.509V","0","0","11","22C","12C","0",,,,,,
373,1403697403000,"Riding","19C","17C","95%","114.504V","0","-1","11","23C","12C","0",,,,,,
374,1403697406000,"Riding","19C","17C","95%","114.506V","0","0","11","23C","12C","0",,,,,,
375,1403697409000,"Riding","19C","17C","95%","114.448V","67","0","11","22C","12C","25",,,,,,
376,1403697412000,"Riding","19C","17C","95%","114.498V","0","0","11","23C","12C","0",,,,,,
377,1403697415000,"Riding","19C","17C","95%","114.500V","0","0","11","23C","12C","0",,,,,,
378,1403697418000,"Riding","19C","17C","95%","114.499V","0","0","11","23C","12C","0",,,,,,
379,1403697421000,"Riding","19C","17C","95%","114.498V","0","0","11","24C","12C","0",,,,,,
380,1403697424000,"Riding","19C","17C","95%","114.492V","0","-1","11","23C","12C","0",,,,,,
381,1403697427000,"Riding","19C","17C","95%","114.501V","0","-1","11","23C","12C","0",,,,,,
382,1403697430000,"Riding","19C","17C","95%","114.439V","51","0","11","23C","12C","56",,,,,,
383,1403697433000,"Riding","19C","17C","95%","114.437V","67","0","11","23C","12C","30",,,,,,
384,1403697436000,"Riding","19C","17C","95%","114.487V","0","-1","11","23C","12C","0",,,,,,
385,1403697439000,"Riding","19C","17C","95%","114.488V","0","0","11","23C","12C","0",,,,,,
386,1403697442000,"Riding","19C","17C","95%","114.488V","0","0","11","23C","12C","0",,,,,,
387,1403697445000,"Riding","19C","17C","95%","114.487V","0","-1","11","23C","12C","0",,,,,,
388,1403697448000,"Riding","19C","17C","95%","114.486V","0","0","11","23C","12C","0",,,,,,
389,1403697451000,"Riding","19C","17C","95%","114.486V","0","0","11","23C","12C","0",,,,,,
390,1403697454000,"Riding","19C","17C","95%","114.248V","94","3","11","23C","12C","153",,,,,,
391,1403697457000,"Riding","19C","17C","95%","114.482V","0","-1","11","22C","12C","0",,,,,,
392,1403697460000,"Riding","19C","17C","95%","114.482V","0","0","11","22C","12C","0",,,,,,
393,1403697463000,"Riding","19C","17C","95%","114.481V","0","0","11","22C","12C","0",,,,,,
394,1403697466000,"Riding","19C","17C","95%","114.484V","0","0","11","22C","12C","0",,,,,,
395,1403697469000,"Riding","19C","17C","95%","114.460V","0","-1","11","23C","12C","133",,,,,,
396,1403697472000,"Riding","19C","17C","95%","114.471V","0","0","11","23C","12C","0",,,,,,
397,1403697475000,"Riding","19C","17C","95%","114.473V","0","0","11","23C","12C","0",,,,,,
398,1403697478000,"Riding","19C","17C","95%","114.472V","0","0","11","23C","12C","0",,,,,,
399,1403697481000,"Riding","19C","17C","95%","114.474V","0","-1","11","23C","12C","0",,,,,,
400,1403697484000,"Riding","19C","17C","95%","114.474V","0","0","11","23C","12C","0",,,,,,
401,1403697487000,"Riding","19C","17C","95%","114.477V","0","0","11","23C","12C","0",,,,,,
402,1403697490000,"Riding","19C","17C","95%","114.474V","0","-1","11","23C","12C","0",,,,,,
403,1403697493000,"Riding","19C","17C","95%","114.475V","0","-1","11","23C","12C","0",,,,,,
404,1403697496000,"Riding","19C","17C","95%","114.478V","0","0","11","23C","12C","0",,,,,,
405,1403697499000,"Riding","19C","17C","95%","114.474V","0","0","11","23C","12C","0",,,,,,
406,1403697502000,"Riding","19C","17C","95%","114.476V","0","0","11","22C","12C","0",,,,,,
407,1403697505000,"Riding","19C","17C","95%","114.477V","0","0","11","22C","11C","0",,,,,,
408,1403697508000,"Riding","19C","17C","95%","114.478V","0","0","11","22C","12C","0",,,,,,
409,1403697511000,"Riding","19C","17C","95%","114.447V","0","0","11","22C","12C","147",,,,,,
410,1403697514000,"Riding","19C","17C","95%","114.464V","0","0","11","22C","12C","0",,,,,,
411,1403697517000,"Riding","19C","17C","95%","114.465V","0","0","11","22C","12C","0",,,,,,
412,1403697520000,"Riding","19C","17C","95%","114.467V","0","0","11","23C","12C","0",,,,,,
413,1403697523000,"Riding","19C","17C","95%","114.467V","0","-1","11","23C","12C","0",,,,,,
414,1403697526000,"Riding","19C","17C","95%","114.469V","0","-1","11","23C","12C","0",,,,,,
415,1403697529000,"Riding","19C","17C","95%","114.467V","0","-1","11","23C","12C","0",,,,,,
416,1403697532000,"Riding","19C","17C","95%","114.470V","0","-1","11","22C","11C","0",,,,,,
417,1403697535000,"Riding","19C","17C","95%","114.468V","0","0","11","22C","12C","0",,,,,,
418,1403697538000,"Riding","19C","17C","95%","114.310V","58","1","11","22C","12C","162",,,,,,
419,1403697541000,"Riding","19C","17C","95%","114.455V","0","0","11","22C","12C","0",,,,,,
420,1403697544000,"Riding","19C","17C","95%","114.456V","0","-1","11","22C","12C","0",,,,,,
421,1403697547000,"Riding","19C","17C","95%","114.460V","0","0","11","22C","12C","0",,,,,,
422,1403697550000,"Riding","19C","17C","95%","114.459V","0","-1","11","22C","12C","0",,,,,,
423,1403697553000,"Riding","19C","17C","95%","114.464V","0","0","11","22C","12C","0",,,,,,
424,1403697556000,"Riding","19C","17C","95%","114.463V","0","0","11","21C","12C","0",,,,,,
425,1403697559000,"Riding","19C","17C","95%","108.848V","419","115","11","22C","12C","1019",,,,,,
426,1403697562000,"Riding","19C","17C","95%","102.224V","419","241","11","23C","13C","2336",,,,,,
427,1403697565000,"Riding","19C","17C","91%","112.828V","0","-3","11","27C","16C","2573",,,,,,
428,1403697568000,"Riding","19C","17C","91%","98.947V","419","311","11","29C","18C","2811",,,,,,
429,1403697571000,"Riding","19C","17C","91%","93.298V","357","424","11","30C","19C","3759",,,,,,
430,1403697574000,"Riding","20C","18C","91%","111.165V","0","-4","11","33C","21C","2946",,,,,,
431,1403697577000,"Riding","20C","18C","91%","110.174V","83","28","11","34C","22C","1657",,,,,,
432,1403697580000,"Riding","20C","18C","91%","106.310V","298","120","11","34C","22C","1693",,,,,,
433,1403697583000,"Riding","21C","18C","91%","97.251V","419","329","11","33C","22C","2999",,,,,,
434,1403697586000,"Riding","21C","19C","91%","91.889V","317","424","11","35C","23C","4141",,,,,,
436,1403697589000,"Riding","22C","19C","91%","107.947V","0","-2","11","38C","25C","4415",,,,,,
438,1403697592000,"Riding","23C","20C","91%","102.736V","139","134","11","41C","27C","3837",,,,,,
440,1403697595000,"Riding","24C","20C","91%","109.468V","0","0","11","42C","27C","2870",,,,,,
442,1403697598000,"Riding","24C","20C","91%","97.966V","419","286","11","41C","27C","2607",,,,,,
444,1403697601000,"Riding","24C","21C","89%","91.922V","335","401","11","42C","27C","3756",,,,,,
446,1403697604000,"Riding","25C","21C","86%","92.616V","319","353","11","44C","28C","3983",,,,,,
448,1403697607000,"Riding","25C","22C","86%","93.344V","226","317","11","45C","28C","4269",,,,,,
450,1403697610000,"Riding","26C","22C","86%","104.789V","0","2","11","45C","29C","4497",,,,,,
452,1403697613000,"Riding","27C","23C","86%","91.264V","207","307","11","47C","30C","4436",,,,,,
454,1403697616000,"Riding","28C","23C","86%","106.266V","0","-3","11","49C","30C","3824",,,,,,
456,1403697619000,"Riding","28C","24C","86%","107.291V","0","-2","11","49C","30C","1978",,,,,,
458,1403697622000,"Riding","28C","24C","86%","105.609V","222","68","11","48C","29C","1171",,,,,,
460,1403697625000,"Riding","28C","24C","86%","98.444V","419","246","11","47C","29C","2233",,,,,,
462,1403697628000,"Riding","28C","24C","86%","104.212V","62","43","11","49C","29C","3134",,,,,,
464,1403697631000,"Riding","29C","25C","86%","101.353V","159","123","11","50C","31C","3189",,,,,,
466,1403697634000,"Riding","29C","25C","86%","101.067V","245","173","11","51C","31C","2712",,,,,,
468,1403697637000,"Riding","29C","25C","86%","91.435V","345","371","11","50C","32C","3520",,,,,,
470,1403697640000,"Riding","30C","26C","84%","91.571V","233","313","11","52C","32C","4042",,,,,,
472,1403697643000,"Riding","30C","26C","84%","91.536V","211","287","11","53C","34C","4254",,,,,,
474,1403697646000,"Riding","31C","27C","84%","104.564V","0","-3","11","54C","35C","3592",,,,,,
476,1403697649000,"Riding","32C","27C","84%","98.985V","271","202","11","54C","35C","2871",,,,,,
478,1403697652000,"Riding","32C","27C","84%","105.979V","0","-1","11","54C","34C","1937",,,,,,
480,1403697655000,"Riding","32C","27C","82%","103.838V","290","89","11","53C","33C","1179",,,,,,
482,1403697658000,"Riding","32C","28C","82%","97.813V","419","266","11","52C","32C","2380",,,,,,
484,1403697661000,"Riding","32C","28C","82%","105.457V","0","-1","11","54C","33C","3207",,,,,,
486,1403697664000,"Riding","32C","28C","82%","106.374V","0","-1","11","55C","34C","1652",,,,,,
488,1403697667000,"Riding","33C","28C","82%","100.611V","419","195","11","54C","34C","1780",,,,,,
490,1403697670000,"Riding","33C","28C","82%","95.622V","419","314","11","54C","34C","2838",,,,,,
492,1403697673000,"Riding","33C","28C","82%","92.842V","252","329","11","56C","35C","3730",,,,,,
494,1403697676000,"Riding","33C","29C","82%","105.406V","0","0","11","58C","37C","2220",,,,,,
496,1403697679000,"Riding","34C","29C","82%","104.949V","142","39","11","58C","37C","1170",,,,,,
498,1403697682000,"Riding","34C","29C","82%","98.458V","419","245","11","57C","37C","2220",,,,,,
500,1403697685000,"Riding","34C","29C","80%","97.572V","333","260","11","58C","37C","3151",,,,,,
502,1403697688000,"Riding","34C","30C","80%","93.089V","317","347","11","59C","38C","3746",,,,,,
504,1403697691000,"Riding","35C","30C","80%","92.228V","223","314","11","60C","40C","4261",,,,,,
506,1403697694000,"Riding","35C","31C","78%","102.934V","0","-1","11","62C","40C","3966",,,,,,
508,1403697697000,"Riding","36C","31C","78%","104.383V","0","1","11","62C","41C","1843",,,,,,
510,1403697700000,"Riding","37C","31C","78%","102.812V","291","86","11","61C","40C","1087",,,,,,
512,1403697703000,"Riding","37C","31C","78%","97.669V","419","259","11","60C","40C","2303",,,,,,
514,1403697706000,"Riding","37C","31C","78%","93.592V","352","344","11","61C","40C","3394",,,,,,
516,1403697709000,"Riding","37C","32C","78%","93.889V","285","335","11","63C","41C","3718",,,,,,
518,1403697712000,"Riding","37C","32C","78%","103.952V","0","0","11","64C","42C","2373",,,,,,
520,1403697715000,"Riding","38C","32C","78%","103.919V","100","29","11","64C","42C","1137",,,,,,
522,1403697718000,"Riding","38C","32C","78%","98.586V","419","214","11","62C","41C","1925",,,,,,
524,1403697721000,"Riding","38C","32C","76%","94.513V","399","342","11","63C","41C","3157",,,,,,
526,1403697724000,"Riding","38C","33C","76%","102.972V","0","-3","11","65C","42C","3475",,,,,,
528,1403697727000,"Riding","38C","33C","76%","104.124V","0","-2","11","66C","43C","1479",,,,,,
530,1403697730000,"Riding","39C","33C","76%","100.228V","419","164","11","65C","43C","1466",,,,,,
532,1403697733000,"Riding","39C","33C","76%","96.129V","419","296","11","65C","43C","2680",,,,,,
534,1403697736000,"Riding","39C","34C","76%","103.545V","0","-2","11","67C","43C","2714",,,,,,
